puma20_5ce,cbsa_code,cbsa_title,metro_short,n_tracts_total,n_tracts_in_cbsa,share_tracts_in_cbsa,assigned,source
04702,26420,"Houston-Pasadena-The Woodlands, TX",Houston,48,48,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
04801,26420,"Houston-Pasadena-The Woodlands, TX",Houston,32,32,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
04802,26420,"Houston-Pasadena-The Woodlands, TX",Houston,23,23,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
04803,26420,"Houston-Pasadena-The Woodlands, TX",Houston,23,23,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
04901,26420,"Houston-Pasadena-The Woodlands, TX",Houston,23,23,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
04902,26420,"Houston-Pasadena-The Woodlands, TX",Houston,28,28,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
04903,26420,"Houston-Pasadena-The Woodlands, TX",Houston,22,22,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
04904,26420,"Houston-Pasadena-The Woodlands, TX",Houston,26,26,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
04906,26420,"Houston-Pasadena-The Woodlands, TX",Houston,15,15,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
04907,26420,"Houston-Pasadena-The Woodlands, TX",Houston,19,19,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05000,26420,"Houston-Pasadena-The Woodlands, TX",Houston,49,19,0.3878,0,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05500,41700,"San Antonio-New Braunfels, TX",San Antonio,40,12,0.3,0,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05700,41700,"San Antonio-New Braunfels, TX",San Antonio,41,41,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05800,41700,"San Antonio-New Braunfels, TX",San Antonio,33,33,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05901,41700,"San Antonio-New Braunfels, TX",San Antonio,29,29,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05902,41700,"San Antonio-New Braunfels, TX",San Antonio,26,26,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05903,41700,"San Antonio-New Braunfels, TX",San Antonio,27,27,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05904,41700,"San Antonio-New Braunfels, TX",San Antonio,26,26,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05905,41700,"San Antonio-New Braunfels, TX",San Antonio,25,25,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05906,41700,"San Antonio-New Braunfels, TX",San Antonio,24,24,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05907,41700,"San Antonio-New Braunfels, TX",San Antonio,22,22,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05908,41700,"San Antonio-New Braunfels, TX",San Antonio,19,19,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05909,41700,"San Antonio-New Braunfels, TX",San Antonio,20,20,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05910,41700,"San Antonio-New Braunfels, TX",San Antonio,24,24,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05911,41700,"San Antonio-New Braunfels, TX",San Antonio,25,25,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05912,41700,"San Antonio-New Braunfels, TX",San Antonio,25,25,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05913,41700,"San Antonio-New Braunfels, TX",San Antonio,22,22,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05914,41700,"San Antonio-New Braunfels, TX",San Antonio,21,21,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05915,41700,"San Antonio-New Braunfels, TX",San Antonio,22,22,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
05916,41700,"San Antonio-New Braunfels, TX",San Antonio,18,18,1.0,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
06000,41700,"San Antonio-New Braunfels, TX",San Antonio,34,9,0.2647,0,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
06100,41700,"San Antonio-New Braunfels, TX",San Antonio,37,31,0.8378,1,2020 Census Tract to 2020 PUMA relationship file (www2.census.gov/geo/docs/maps-data/data/rel2020/2020_Census_Tract_to_2020_PUMA.txt) crossed with OMB/Census 2023 CBSA delineation list1_2023.xlsx; retrieved 2026-08-01
