total_awarded_usd,recipient_name,recipient_name_raw,address,city,state,zip,entity_type,awarded_date
1685225.95,DOUBLE DARE LIVE LLC,DOUBLE DARE LIVE LLC - SVOG,1200 SUMMIT AVE SUITE 330,FORT WORTH,TX,76102,Theatrical producer,2021-10-06
1661247.55,San Antonio Children's Museum,San Antonio Children's Museum - SVOG,2800 Broadway,San Antonio,TX,78209,Museum Operator,2021-07-07
1636973.83,"1894, Inc.","1894, Inc. - SVOG",2020 Post office Street,Galveston,TX,77551,Live performing arts organization operator,2021-08-03
1631256.15,Heard Entertainment Texas LLC,Heard Entertainment Texas LLC - SVOG,606 E 7th St,Austin,TX,78701,Live venue operator or promoter,2021-07-12
1619560.88,"BZ Clarity Holdings, LLC","BZ Clarity Holdings, LLC - SVOG",3009 Post Oak Blvd. Suite 1200,Houston,TX,77056,Theatrical producer,2021-07-07
1616874.35,"Sherwood Forest Faire, LLC","Sherwood Forest Faire, LLC - SVOG",PO Box 339,Round Rock,TX,78680,Live venue operator or promoter,2021-06-30
1616182.94,Loud Noises LTD,Loud Noises LTD - SVOG,2410 N St Mary's Street,San Antonio,TX,78212,Live venue operator or promoter,2021-08-23
1612982.21,DuOpt Bentonville Limited Liability Company,DuOpt Bentonville Limited Liability Company - SVOG,405 North Lamar Boulevard Suite 200,Austin,TX,78703,Motion picture theater operator,2021-07-23
1606705.34,"Floore's Country Store, L.P.","Floore's Country Store, L.P. - SVOG",14492 Old Bandera Rd,Helotes,TX,78023,Live venue operator or promoter,2021-06-29
1594516.05,Mish Mash Inc.,Mish Mash Inc. - SVOG,11506 Century Oaks Terrace,Austin,TX,78758,Live venue operator or promoter,2021-07-14
1586020,The University of Texas at El Paso,The University of Texas at El Paso - SVOG,500 W University Ave,El PASO,TX,79968,Live venue operator or promoter,2021-08-09
1578994.37,Amarillo Civic Center Complex,Amarillo Civic Center Complex - SVOG,401 S. Buchanan,Amarillo,TX,79101,Live venue operator or promoter,2021-09-30
1542136.23,Grand Avenue Theaters LLC,Grand Avenue Theaters LLC - SVOG,2809 Oakmark Dr,Belton,TX,76513,Motion picture theater operator,2021-06-29
1539984.23,"Pete's Management - FTW, LLC","Pete's Management - FTW, LLC - SVOG",621 Houston Street,Fort Worth,TX,76102,Live venue operator or promoter,2021-08-26
1537360.43,University of Texas Permian Basin,University of Texas Permian Basin - SVOG,4901 E. University,Odessa,TX,79762,Live venue operator or promoter,2021-08-11
1513715.18,TCG Entertainment LLC,TCG Entertainment LLC - SVOG,414 woodlake drive,Allen,TX,75013,Theatrical producer,2021-06-22
1485011.8,Triple Lake Waters LLC,Triple Lake Waters LLC - SVOG,1001 Lakewood Hills Terrace,Austin,TX,78732,Motion picture theater operator,2021-09-04
1484822.8,"Texas Ballet Theater, INc.","Texas Ballet Theater, INc. - SVOG",1540 Mall Circle,Fort Worth,TX,76116,Live performing arts organization operator,2021-07-09
1470569.4,"Old Concrete Street, Ltd","Old Concrete Street, Ltd - SVOG",615 S Upper Broadway,Corpus Christi,TX,78401,Live venue operator or promoter,2021-06-28
1469951.24,LST Marketing Texas LLC,LST Marketing Texas LLC - SVOG,4514 Travis Walk Suite 350,Dallas,TX,75205,Talent representative,2021-07-16
1459516.93,Jacob Henson,Jacob Henson - SVOG,655 Cimarron Sq,Poteet,TX,78065,Motion picture theater operator,2021-07-13
1431260.68,"Buccaneer Commission, Inc.","Buccaneer Commission, Inc. - SVOG",PO Box 30404,Corpus Christi,TX,78463,Live venue operator or promoter,2021-06-28
1401754.06,"Pete's Management - Houston, LLC","Pete's Management - Houston, LLC - SVOG",1201 Fannin Street Suite 310,Houston,TX,77002,Live venue operator or promoter,2021-09-23
1392826.18,"Alamo Trust, Inc.","Alamo Trust, Inc. - SVOG",321 Alamo Plaza Suite 200,San Antonio,TX,78205,Museum Operator,2021-07-14
1365534.18,"Esther's Follies, Inc.","Esther's Follies, Inc. - SVOG",525 E 6th St,Austin,TX,78701,Live venue operator or promoter,2021-06-24
1327000,Poteet Strawberry Festival Association Inc.,Poteet Strawberry Festival Association Inc. - SVOG,9199 N. St. Hwy 16 P.O. Box 227,POTEET,TX,78065,Live venue operator or promoter,2021-07-20
1315669.98,A.D. PLAYERS,A.D. PLAYERS - SVOG,5420 Westheimer Rd.,Houston,TX,77056,Live performing arts organization operator,2021-07-27
1314549.18,Primetime Entertainment LLC.,Primetime Entertainment LLC. - SVOG,8902 Seawall Blvd.,Galveston,TX,77554,Motion picture theater operator,2021-08-03
1308559.4,"Southwest Festivals, Inc.","Southwest Festivals, Inc. - SVOG",2511 FM 66,Waxahachie,TX,75167,Live venue operator or promoter,2021-08-22
1305955.3,LEGNA ENTERTAINMENT,LEGNA ENTERTAINMENT - SVOG,3506 UTAH AVE,DALLAS,TX,75056,Live venue operator or promoter,2021-08-02
1303593.67,Melody Mountain Ranch Inc,Melody Mountain Ranch Inc - SVOG,4217 CR 423,STEPHENVILLE,TX,76401,Live venue operator or promoter,2021-07-18
1288208.48,LYVE PRODUCTION LLC,LYVE PRODUCTION LLC - SVOG,1001 TEXAS AVE STE 1300,HOUSTON,TX,77002,Live venue operator or promoter,2021-07-19
1276418.39,"Couer Operator, LLC","Couer Operator, LLC - SVOG",5002 Washington Ave,Houston,TX,77007,Live venue operator or promoter,2021-11-01
1256820.33,Stages,Stages - SVOG,800 Rosine Street,Houston,TX,77019,Live venue operator or promoter,2021-06-26
1255564.15,"Jazz in the Basement, LP","Jazz in the Basement, LP - SVOG",204 W Ridgewood Ct,San Antonio,TX,78215,Live venue operator or promoter,2021-06-15
1246761.21,"MARSZ MOVIES, LLC","MARSZ MOVIES, LLC - SVOG",403 Cherry Hills Drive,Rockport,TX,78382,Motion picture theater operator,2021-07-27
1226764,"City of Richardson, TX dba Charles W. Eisemann Center for Performing Arts","City of Richardson, TX dba Charles W. Eisemann Center for Performing Arts - SVOG",Eisemann Center 2351 Performance Drive,Richardson,TX,75082,Live venue operator or promoter,2021-07-16
1222516.92,"Lizard Lounge Dallas, Inc.","Lizard Lounge Dallas, Inc. - SVOG",8703 Allenbrook Ct.,Dallas,TX,75243,Live venue operator or promoter,2021-06-29
1201794.81,"ALW ENTERTAINMENT, INC","ALW ENTERTAINMENT, INC - SVOG",1415 E BELT LINE ROAD,CARROLLTON,TX,75006,Live venue operator or promoter,2021-07-20
1170760.45,Iguana Promotions LLC,Iguana Promotions LLC - SVOG,1818 Rodeo Drive,Mesquite,TX,75149,Live venue operator or promoter,2021-08-26
1158649.1,Eleven Entertainment DFW LLC,Eleven Entertainment DFW LLC - SVOG,2633 McKinney Ave STE 130-712,Dallas,TX,75204,Live venue operator or promoter,2021-07-26
1146440.65,Continental South Congress Corp,Continental South Congress Corp - SVOG,1315 S. Congress Ave,Austin,TX,78704,Live venue operator or promoter,2021-07-13
1139576.25,Real Tone Agency LLC,Real Tone Agency LLC - SVOG,1130 Reagan Terrace,Austin,TX,78704,Talent representative,2021-08-23
1132342.88,City of Dallas - Majestic Theatre,City of Dallas - Majestic Theatre - SVOG,1925 Elm Street,Dallas,TX,75201,Live venue operator or promoter,2021-07-13
1097766.45,"Rally in the Alley, LTD DBA Speakeasy","Rally in the Alley, LTD DBA Speakeasy - SVOG",412 Congress Avenue,Austin,TX,78768,Live venue operator or promoter,2021-08-19
1096421.75,Dallas Childrens Theater Inc,Dallas Childrens Theater Inc - SVOG,5938 Skillman,Dallas,TX,75231,Theatrical producer,2021-07-13
1093712.15,"Cinetex, Inc.","Cinetex, Inc. - SVOG",108 N. Lamar Street,Daingerfield,TX,75638,Motion picture theater operator,2021-07-15
1087202.04,"Marsz Movies Management, LLC","Marsz Movies Management, LLC - SVOG",403 Cherry Hills Drive,Rockport,TX,78382,Motion picture theater operator,2021-09-08
1080032.4,117 CONCEPTS LLC,117 CONCEPTS LLC - SVOG,1250 WONDER WORLD DRIVE,SAN MARCOS,TX,78666,Motion picture theater operator,2021-09-03
1073768.17,"Cozy Theatre Circuit, Inc. dba Westwood Cinema 6","Cozy Theatre Circuit, Inc. dba Westwood Cinema 6 - SVOG",2100 Hwy 290 W,Brenham,TX,77833,Motion picture theater operator,2021-07-30
1057392.33,Witte Museum,Witte Museum - SVOG,3801 Broadway,San Antonio,TX,78209,Museum Operator,2021-07-08
1044963.29,Granbury Theatre Company Inc.,Granbury Theatre Company Inc. - SVOG,PO Box 182,Granbury,TX,76048,Theatrical producer,2021-07-21
1044936,"Conway Movie Company, LLC","Conway Movie Company, LLC - SVOG",71 Hallbrook Way,Spring,TX,77389,Motion picture theater operator,2021-07-14
1038336,"The Greek Bros., Inc.","The Greek Bros., Inc. - SVOG",133 S. Mechanic Street,El Campo,TX,77437,Live venue operator or promoter,2021-07-23
1037363.85,FOUR DAY WEEKEND INCORPORATED,FOUR DAY WEEKEND INCORPORATED - SVOG,6363 MERCEDES AVE,DALLAS,TX,75214,Live venue operator or promoter,2021-07-12
1036075.08,"Austin Symphony Orchestra , Inc.","Austin Symphony Orchestra , Inc. - SVOG",1806 Rio Grande,austin,TX,78701,Live performing arts organization operator,2021-07-16
1033691.63,Triple N Management LLC,Triple N Management LLC - SVOG,1001 Lakewood Hills Terrace,Austin,TX,78732,Motion picture theater operator,2021-07-08
1033134.65,"Face To Face, Inc.","Face To Face, Inc. - SVOG",4221 Shilling Way,Dallas,TX,75237,Theatrical producer,2021-07-07
1029841.38,Cinema Lounge,Cinema Lounge - SVOG,511 South 8th Street,Waco,TX,76706,Live venue operator or promoter,2021-07-08
1028758.43,Red 11 Music LLC,Red 11 Music LLC - SVOG,1617 W 6TH ST STE A,Austin,TX,78703,Talent representative,2021-06-28
1010809.1,Victory Boulevard Corporation,Victory Boulevard Corporation - SVOG,4005 BROADWAY STE A,SAN ANTONIO,TX,78209,Theatrical producer,2021-07-08
1000085.45,Zpryme LLC,Zpryme LLC - SVOG,100 Congress Ave Suite 2000,Austin,TX,78701,Live venue operator or promoter,2021-10-30
999193.58,"Mt. Pleasant Cinema V, L.P.","Mt. Pleasant Cinema V, L.P. - SVOG",P.O. BOX 967,OMAHA,TX,75571,Motion picture theater operator,2021-07-14
998041.34,"Amy Chandy Consulting, LLC","Amy Chandy Consulting, LLC - SVOG",11625 Custer Road #110-354,Frisco,TX,75035,Talent representative,2021-07-23
995847.08,"Oil Palace, Inc","Oil Palace, Inc - SVOG",10408 Highway 64 East,Tyler,TX,75707,Live venue operator or promoter,2021-08-25
987505.2,Cheer Up Charlies LLC,Cheer Up Charlies LLC - SVOG,900 Red River Street,Austin,TX,78702,Live venue operator or promoter,2021-08-16
975000,Foothills Entertainment Company,Foothills Entertainment Company - SVOG,1607 US Highway 259 N,Kilgore,TX,75662,Motion picture theater operator,2021-07-23
950932.61,"BASE Holograms, LLC","BASE Holograms, LLC - SVOG",3009 Post Oak Blvd Suite 1200,Houston,TX,77056,Theatrical producer,2021-07-09
948972.41,CENTER STAGE ENTERTAINMENT LLC,CENTER STAGE ENTERTAINMENT LLC - SVOG,6632 SUNSET RD,North Richland Hills,TX,76182,Live venue operator or promoter,2021-08-24
946658.4,Lone Star Flight Museum,Lone Star Flight Museum - SVOG,11551 Aerospace Ave,Houston,TX,77034,Museum Operator,2021-07-08
942638.7,"Music Hall Arlington, LLC","Music Hall Arlington, LLC - SVOG",224 N Center St,Arlington,TX,76011,Live performing arts organization operator,2021-06-19
927592.43,King William Association,King William Association - SVOG,122 Madison,San Antonio,TX,78204,Live venue operator or promoter,2021-10-20
926993.62,Triple Tap Ventures LLC,Triple Tap Ventures LLC - SVOG,2500 Summer Street Suite 1210,Houston,TX,77007,Motion picture theater operator,2021-07-01
922292.79,"McAllen, City of","McAllen, City of - SVOG",1300 West Houston Avenue,McAllen,TX,78501,Live venue operator or promoter,2021-07-20
920164.73,One World,One World - SVOG,7701 Bee Caves Rd,Austin,TX,78746,Live venue operator or promoter,2021-06-29
906937.93,"Ticket Time, Inc","Ticket Time, Inc - SVOG",106 Blue Fox Road,The Woodlands,TX,77380,Live venue operator or promoter,2021-07-01
890192.52,Hank's Restaurant Group LP,Hank's Restaurant Group LP - SVOG,1310 N Central Expressway,McKinney,TX,75092,Live venue operator or promoter,2021-07-12
873412.36,Deep Ellum Art Company LLC,Deep Ellum Art Company LLC - SVOG,3200 Commerce St.,Dallas,TX,75226,Live venue operator or promoter,2021-08-17
857778.1,The Center for Transportation and Commerce,The Center for Transportation and Commerce - SVOG,2602 Santa Fe Place,Galveston,TX,77550,Museum Operator,2021-08-27
856592.85,City of Stafford,City of Stafford - SVOG,2610 South Main St,Stafford,TX,77477,Live venue operator or promoter,2021-07-15
855999.81,"Schulman Theatres, Inc.","Schulman Theatres, Inc. - SVOG",335 Cochran Road,Weatherford,TX,76085,Motion picture theater operator,2021-07-12
846978.78,"Alamo El Paso Holdings, LLC","Alamo El Paso Holdings, LLC - SVOG",250 E Montecillo Blvd,El Paso,TX,79925,Motion picture theater operator,2022-03-18
844819.88,"Last Concert Cafe, LLC","Last Concert Cafe, LLC - SVOG",1403 Nance Street,Houston,TX,77002,Live venue operator or promoter,2021-07-23
841206.54,Talented Friends,Talented Friends - SVOG,931 Salmon Drive,Dallas,TX,75208,Talent representative,2021-07-30
836862.85,HARDER CONCEPTS LLC,HARDER CONCEPTS LLC - SVOG,5800 LEGACY DRIVE,PLANO,TX,75024,Live venue operator or promoter,2021-08-05
836058.17,TAG Presents llc,TAG Presents llc - SVOG,5010 S Congress Ave Apt 1425,Austin,TX,78745,Live venue operator or promoter,2021-07-13
821021.42,"Mammoth Mastodon, Inc.","Mammoth Mastodon, Inc. - SVOG",315 Congress Ave.,Austin,TX,78701,Live venue operator or promoter,2021-07-09
820921.85,Main Street Theater Houston,Main Street Theater Houston - SVOG,2540 Times Blvd.,Houston,TX,77005,Live performing arts organization operator,2021-07-12
816074.5,Aka Sam's Incorporated,Aka Sam's Incorporated - SVOG,330 E. Grayson St.,San Antonio,TX,78215,Live venue operator or promoter,2021-07-09
810237.83,Magik Childrens Theatre of San Antonio,Magik Childrens Theatre of San Antonio - SVOG,420 S Alamo St.,San Antonio,TX,78205,Live venue operator or promoter,2021-06-23
804370.5,Alamo Tempe Holdings LLC,Alamo Tempe Holdings LLC - SVOG,1870 W Bitters Rd Ste 103,San Antonio,TX,78248,Motion picture theater operator,2022-04-14
803084.53,"Bowlski's Lakewood, LLC","Bowlski's Lakewood, LLC - SVOG",1825 Abrams Pkwy Suite A,Dallas,TX,75214,Live venue operator or promoter,2021-08-02
801171,Cullen Performance Hall,Cullen Performance Hall - SVOG,4300 University Dr,Houston,TX,77204,Live venue operator or promoter,2021-07-12
800765.92,vip sports getaway llc,vip sports getaway llc - SVOG,104 spinks road,abilene,TX,79603,Live venue operator or promoter,2021-06-18
796360.27,Artisan Productions Inc,Artisan Productions Inc - SVOG,444 E Pipeline Rd,Hurst,TX,76053,Live venue operator or promoter,2021-08-23
794167.88,"Je'Caryous Johnson Entertainment, LLC","Je'Caryous Johnson Entertainment, LLC - SVOG",12335 GLENLEIGH DR,HOUSTON,TX,77014,Live venue operator or promoter,2021-06-23
792000,"Downtown Fort Worth Initiatives, Inc.","Downtown Fort Worth Initiatives, Inc. - SVOG","777 TAYLOR ST STE 100, Suite 100 Suite 100",Fort Worth,TX,76102,Live venue operator or promoter,2021-07-30
775873,Texas Panhandle Heritage Foundation,Texas Panhandle Heritage Foundation - SVOG,1514 5th Ave.,Canyon,TX,79015,Live performing arts organization operator,2021-07-07
774741.58,"NUTTY BROWN ENTERPRISES, LP","NUTTY BROWN ENTERPRISES, LP - SVOG",12225 HWY 290 WEST,AUSTIN,TX,78737,Live venue operator or promoter,2021-08-22
774116.76,"Harber Presents, LLC","Harber Presents, LLC - SVOG",7167 Waterlily Ln,Frisco,TX,75033,Live venue operator or promoter,2021-06-19
772647.13,O'Sheas Pub and Grill LLC DBA O'Sheas Irish Pub,O'Sheas Pub and Grill LLC DBA O'Sheas Irish Pub - SVOG,310 Grapevine Highway,Hurst,TX,76054,Live venue operator or promoter,2021-07-16
771288.16,"Belmont, The","Belmont, The - SVOG",305 W 6th Street,Austin,TX,78701,Live venue operator or promoter,2021-08-24
760716.6,Main Street Music Inc,Main Street Music Inc - SVOG,24523 Emerald Pool Falls Dr,Tomball,TX,77375,Live venue operator or promoter,2021-07-08
749500,"Old Settler's Music Festival, Inc","Old Settler's Music Festival, Inc - SVOG",1616 FM 3158,Dale,TX,78616,Live venue operator or promoter,2021-07-09
739679.04,Cleburne Performing Arts Foundation,Cleburne Performing Arts Foundation - SVOG,1512 Crestridge Dr,Cleburne,TX,76033,Live performing arts organization operator,2021-07-08
734279.16,"Georgetown Palace Theatre, Inc","Georgetown Palace Theatre, Inc - SVOG",810 S Austin Ave,Georgetown,TX,78626,Live performing arts organization operator,2021-08-05
726616.9,"HRA Systems, Inc","HRA Systems, Inc - SVOG",1320 South Lamar,Austin,TX,78704,Live venue operator or promoter,2021-07-02
725444.23,Sound Garage LLC,Sound Garage LLC - SVOG,1305 Milam Way,Carrllton,TX,75006,Theatrical producer,2021-06-20
724164.08,Madrigal Music LLC,Madrigal Music LLC - SVOG,6767 Gato Rd.,El Paso,TX,79932,Talent representative,2021-11-02
718161.28,Capital and Gains Entertainment LLC,Capital and Gains Entertainment LLC - SVOG,10402 Ashwood Ave,EL Paso,TX,79935,Live venue operator or promoter,2021-06-12
716098.05,Roanoke Chop Shop LP,Roanoke Chop Shop LP - SVOG,309 S OAK ST,ROANOKE,TX,76262,Live venue operator or promoter,2021-07-16
710523,River Road Entertainment District Corporation,River Road Entertainment District Corporation - SVOG,1791 Hueco Springs Loop Road,New Braunfels,TX,78132,Live venue operator or promoter,2021-09-29
703852.78,"Pete's Management Addison, Inc.","Pete's Management Addison, Inc. - SVOG",4980 Beltline Road Suite 200,Addison,TX,75254,Live venue operator or promoter,2021-09-30
701240.63,MATCH Midtown Arts & Theater Center Houston,MATCH Midtown Arts & Theater Center Houston - SVOG,3400 Main St,Houston,TX,77002,Live venue operator or promoter,2021-06-17
700442.52,English Fine Bone China Society Houston,English Fine Bone China Society Houston - SVOG,1617 W ALABAMA ST,HOUSTON,TX,77006,Museum Operator,2021-07-03
699414.08,"The Black Academy of Arts and Letters, Inc.","The Black Academy of Arts and Letters, Inc. - SVOG",650 South Griffin Street,Dallas,TX,75202,Live performing arts organization operator,2021-06-29
698438.13,Austin Lyric Opera,Austin Lyric Opera - SVOG,3009 Industrial Terrace #100,Austin,TX,78758,Theatrical producer,2021-07-02
697427.84,FunAsia Entertainment LLC,FunAsia Entertainment LLC - SVOG,6850 TPC Drive Suite 108,McKinney,TX,75070,Live performing arts organization operator,2021-08-30
690000,Zion Main LLC,Zion Main LLC - SVOG,16 pinedale,houston,TX,77006,Live venue operator or promoter,2021-08-18
689584.8,"Dallas Black Dance Theatre, Inc","Dallas Black Dance Theatre, Inc - SVOG",2700 Ann Williams Way,Dallas,TX,75201,Live performing arts organization operator,2021-07-09
688507.93,"The Brilliant Lecture Series, Inc","The Brilliant Lecture Series, Inc - SVOG",1824 W 25th Street,Houston,TX,77008,Theatrical producer,2021-06-28
679709.21,Science Spectrum,Science Spectrum - SVOG,2579 South Loop 289 #250,Lubbock,TX,79423,Museum Operator,2021-07-16
674886.75,Andy's Operations LLC,Andy's Operations LLC - SVOG,122 N LOCUSST ST Ste 200,DENTON,TX,76201,Live venue operator or promoter,2021-09-20
670858.88,Aviation Cinemas Inc.,Aviation Cinemas Inc. - SVOG,231 W. Jefferson Blvd,Dallas,TX,75208,Motion picture theater operator,2021-06-19
670133.25,Redline Cheer and Dance Company llc,Redline Cheer and Dance Company llc - SVOG,2607 Wolflin Ave #150,Amarillo,TX,79109,Live performing arts organization operator,2021-07-13
664977.03,Alamo GIlbert Holdings LLC,Alamo GIlbert Holdings LLC - SVOG,1870 W Bitters Rd STE 103,San Antonio,TX,78248,Motion picture theater operator,2022-04-22
664150.35,Avanator Group Inc,Avanator Group Inc - SVOG,"1700 Grand Avenue Pkwy, Suite 240",Pflugerville,TX,78660,Live venue operator or promoter,2021-08-05
662630,"ALL THINGS MUSIC GROUP, INC.","ALL THINGS MUSIC GROUP, INC. - SVOG",3111 N. HOUSTON ST. #1213,DALLAS,TX,75219,Talent representative,2021-06-16
662361.02,"The Paramount Organization, Inc.","The Paramount Organization, Inc. - SVOG",17803 La Cantera Terrace Apt. 7301,San Antonio,TX,78256,Live venue operator or promoter,2021-07-01
662051.48,San Angelo Performing Arts Coalition Inc.,San Angelo Performing Arts Coalition Inc. - SVOG,82 Gillis St,San Angelo,TX,76903,Live venue operator or promoter,2021-07-13
657952.83,Gainesville Theaters Operating Inc,Gainesville Theaters Operating Inc - SVOG,4319 N I-35,Gainesville,TX,76240,Motion picture theater operator,2021-06-16
652939.65,Dahlia Ltd dba C-Boy's Heart & Soul,Dahlia Ltd dba C-Boy's Heart & Soul - SVOG,2008 S. Congress Ave,Austin,TX,78746,Live venue operator or promoter,2021-07-07
650702.26,"El Leon's East, LLC","El Leon's East, LLC - SVOG",1910 E. Cesar Chavez St.,Austin,TX,78702,Live venue operator or promoter,2021-06-28
648705.72,The Secret Group LLC,The Secret Group LLC - SVOG,2101 Polk St STE A,Houston,TX,77003,Live venue operator or promoter,2021-07-09
647116.34,"Reclaimant, LLC","Reclaimant, LLC - SVOG",9506 Larchrest Drive,Dallas,TX,75238,Live venue operator or promoter,2021-07-08
644045.99,Entertainment Showcase,Entertainment Showcase - SVOG,511 Starr St,Corpus Christi,TX,78401,Live venue operator or promoter,2021-07-17
643020.53,"Liveway Productions, Inc.","Liveway Productions, Inc. - SVOG",4307 South Main,Stafford,TX,77477,Live venue operator or promoter,2021-06-22
641502,"Constant Saturday, LLC","Constant Saturday, LLC - SVOG",2015 E Riverside Dr. Building #4,Austin,TX,78741,Live venue operator or promoter,2021-06-16
631380.26,3v Movie & Eatery LLC,3v Movie & Eatery LLC - SVOG,1010 E Belt Line Rd,Richardson,TX,75081,Motion picture theater operator,2021-08-30
623964.15,Third String Entertainment LLC,Third String Entertainment LLC - SVOG,209 S Walton Street,Dallas,TX,75211,Live venue operator or promoter,2021-07-12
615000,"Luckenbach Texas, Inc.","Luckenbach Texas, Inc. - SVOG",412 Luckenbach Town Loop,Fredericksburg,TX,78624,Live venue operator or promoter,2021-07-19
612463.93,"Greg Williams Entertainment, LLC","Greg Williams Entertainment, LLC - SVOG",1304 Oxford Ave,Austin,TX,78704,Talent representative,2022-04-04
607274.56,STS Warehouse LLC,STS Warehouse LLC - SVOG,211 W. 4th St,Austin,TX,78701,Live venue operator or promoter,2021-08-26
603345.41,"BlancoNegro, LLC DBA The North Door","BlancoNegro, LLC DBA The North Door - SVOG",501 N IH 35,Austin,TX,78702,Live venue operator or promoter,2021-06-13
601715.23,HANOVERS 2.0 LLC,HANOVERS 2.0 LLC - SVOG,16912 N Interstate 35,Austin,TX,78727,Live venue operator or promoter,2021-07-15
599610.82,DPH Theater Holdings LLC dba Cactus Theater,DPH Theater Holdings LLC dba Cactus Theater - SVOG,3409 Mesa Road,Lubbock,TX,79403,Live venue operator or promoter,2021-06-19
581773.57,John P. McGovern Museum of Health & Medical Science,John P. McGovern Museum of Health & Medical Science - SVOG,1515 Hermann Drive,Houston,TX,77004,Museum Operator,2021-07-16
579207.38,POCKET SANDWICH THEATER COMPANY,POCKET SANDWICH THEATER COMPANY - SVOG,5400 E. Mockingbird Lane Suite 119,DALLAS,TX,75206,Theatrical producer,2021-06-19
577259.88,Symphony Society of San Antonio,Symphony Society of San Antonio - SVOG,PO Box 658,San Antonio,TX,78253,Live performing arts organization operator,2021-08-10
576887.4,RealMusic Events LLC,RealMusic Events LLC - SVOG,2912 Garwood Street Suite A,Austin,TX,78702,Live venue operator or promoter,2021-06-16
568954.88,"Splendid Sun Produtions, LLC","Splendid Sun Produtions, LLC - SVOG",2205 E 21st Street,Austin,TX,78722,Live venue operator or promoter,2021-06-08
568105.2,French Smith DBA Roadway Productions,French Smith DBA Roadway Productions - SVOG,12305 Twin Creek Dr.,Manchaca,TX,78652,Live venue operator or promoter,2021-06-30
567386.48,"TeCo Theatrical Productions, Inc.","TeCo Theatrical Productions, Inc. - SVOG",215 S Tyler Street,Dallas,TX,75208,Live performing arts organization operator,2021-06-27
566418,LIE MANAGEMENT LLC,LIE MANAGEMENT LLC - SVOG,2402 N LINCOLN TRACE AVE SE,Smyrna,TX,75207,Talent representative,2021-06-23
564840.5,Parker Jazz Inc,Parker Jazz Inc - SVOG,117 W 4th Street STE 107B,Austin,TX,78701,Live venue operator or promoter,2021-06-28
557812.71,JCCS Events LLC,JCCS Events LLC - SVOG,1122 Glenbay Ct,La Porte,TX,77571,Live venue operator or promoter,2021-08-01
555300.97,TRUE NORTH PRESENTS INCORPORATED,TRUE NORTH PRESENTS INCORPORATED - SVOG,20817 Bay Shore Drive,Flint,TX,75762,Live performing arts organization operator,2021-06-12
554734.58,The Foundation for Jones Hall,The Foundation for Jones Hall - SVOG,615 Louisiana St,Houston,TX,77002,Live venue operator or promoter,2021-06-28
553753.92,Pasmaa Theater Investment LLC,Pasmaa Theater Investment LLC - SVOG,8505 WALTON BLVD,Irving,TX,75063,Motion picture theater operator,2021-07-08
553507.08,Film Society of Austin Theater LLC,Film Society of Austin Theater LLC - SVOG,1901 E 51st St,Austin,TX,78723,Motion picture theater operator,2021-06-18
552118.85,2911 Main LTD,2911 Main LTD - SVOG,2911 Main,Dallas,TX,75226,Live venue operator or promoter,2021-07-27
546924.15,Butler Productions Inc.,Butler Productions Inc. - SVOG,425 Commerce St,Fort Worth,TX,76102,Live venue operator or promoter,2021-07-22
539308.8,Tin Star Entertainment Ltd.,Tin Star Entertainment Ltd. - SVOG,120 E. Hill St. undefined,Keller,TX,76248,Live venue operator or promoter,2021-06-28
538105.09,"Rainmaker Entertainment Group, LLC","Rainmaker Entertainment Group, LLC - SVOG",PO BOX 342229,Lakeway,TX,78734,Talent representative,2021-06-21
534511.04,Brauntex Performing Arts Theatre Association,Brauntex Performing Arts Theatre Association - SVOG,290 W San Antonio Street,New Braunfels,TX,78130,Live performing arts organization operator,2021-07-10
531349,Sunset Room LLC,Sunset Room LLC - SVOG,310 East 3rd St.,Austin,TX,78701,Live venue operator or promoter,2021-07-15
526495.31,Blanton Museum of Art,Blanton Museum of Art - SVOG,"200 E. Martin Luther King Jr. Blvd., Stop D1303",Austin,TX,78712,Museum Operator,2021-07-27
521210.25,Moontime LLC dba The Hole in the Wall,Moontime LLC dba The Hole in the Wall - SVOG,2538 Guadalupe Street,Austin,TX,78705,Live venue operator or promoter,2021-08-26
520604.03,ALT VISION INCORPORATED,ALT VISION INCORPORATED - SVOG,1110 South Lamar Boulevard STE 1466,Austin,TX,78704,Talent representative,2021-06-21
516793.05,"E3G Eatertainment, LLC","E3G Eatertainment, LLC - SVOG",3005 Morton St,Fort Worth,TX,76107,Live venue operator or promoter,2021-08-08
507564.97,Hooms Inc.,Hooms Inc. - SVOG,208 E 6th Street,Austin,TX,78701,Live venue operator or promoter,2021-08-09
507378.38,"Yagas Entertainment, LLC","Yagas Entertainment, LLC - SVOG",2314 Strand Street,Galveston,TX,77550,Live venue operator or promoter,2021-07-23
506556,"Lola's IV, Inc","Lola's IV, Inc - SVOG",2736 W 6th St,Fort Worth,TX,76107,Live venue operator or promoter,2021-08-02
505481.13,ENDZONE MANAGMENT,ENDZONE MANAGMENT - SVOG,10145 N HWT 16,POTEET,TX,78065,Talent representative,2021-10-26
504910.15,VORTEX Repertory Company,VORTEX Repertory Company - SVOG,2307 Manor Rd,Austin,TX,78722,Live venue operator or promoter,2021-07-16
504324.36,Levitation Partners LLC,Levitation Partners LLC - SVOG,2307 East 13th Street,Austin,TX,78702,Live venue operator or promoter,2021-07-14
